provider_number,network,facility_name,five_star_date,five_star,five_star_data_availability_code,address_line_1,address_line_2,city,state,zip,county,phone_number,profit_or_nonprofit,chain_owned,chain_organization,late_shift,of_dialysis_stations,offers_incenter_hemodialysis,offers_peritoneal_dialysis,offers_home_hemodialysis_training,percentage_of_medicare_patients_with_hgb10_gdl,percentage_of_medicare_patients_with_hgb12_gdl,percentage_of_adult_patients_with_serum_phosphorus_less_tha_1,percentage_of_adult_patients_with_serum_phosphorus_between__2,percentage_of_adult_patients_with_serum_phosphorus_between__3,percentage_of_adult_patients_with_serum_phosphorus_between__4,percentage_of_adult_patients_with_serum_phosphorus_greater__5,mortality_rate_facility,hospitalization_rate_facility,standard_infection_ratio,percentage_of_adult_patients_with_long_term_catheter_in_use,standardized_first_kidney_transplant_waitlist_ratio
362731,9,"DAVITA ROCKSIDE DIALYSIS",01/01/2016-12/31/2019,5,1,"4801 ACORN DRIVE",,INDEPENDENCE,OH,44131,CUYAHOGA,"(216) 525-0990",Profit,Yes,DAVITA,0,16,1,0,1,26,0,7,23,35,23,12,18.4,234.1,1.94,4,
452801,14,"QUALITY DIALYSIS TWO, INC",01/01/2016-12/31/2019,2,1,"13311 PIKE ROAD",,STAFFORD,TX,77477,"FORT BEND","(281) 491-4009",Profit,No,INDEPENDENT,1,3,1,1,1,29,0,10,22,26,26,17,30.4,215.8,,27,1.81
442700,8,"KINGSTON DIALYSIS",01/01/2016-12/31/2019,2,1,"1208 N KENTUCKY ST",,KINGSTON,TN,37763,ROANE,"(865) 248-8006",Profit,No,INDEPENDENT,0,16,1,0,0,,,7,24,32,20,17,38.5,369.9,0,14,
442701,8,"FMC EAST MEMPHIS HOME THERAPIES",01/01/2016-12/31/2019,3,1,"6490 MT. MORIAH EXT","SUITE 201",MEMPHIS,TN,38115,SHELBY,"(901) 366-2168",Profit,Yes,"FRESENIUS MEDICAL CARE",0,0,0,1,1,38,0,6,21,28,26,18,25,227.1,,15,2.07
442702,8,"FMC MT MORIAH DIALYSIS",01/01/2016-12/31/2019,3,1,"6490 MT MORIAH","SUITE 102",MEMPHIS,TN,38115,SHELBY,"(901) 547-6401",Profit,Yes,"FRESENIUS MEDICAL CARE",0,24,1,0,0,22,0,8,24,31,20,18,20.8,200.7,0.58,23,0.19
442703,8,"FMC BARTLETT",01/01/2016-12/31/2019,3,1,"3348 N GERMANTOWN RD",,MEMPHIS,TN,38133,SHELBY,"(901) 379-2447",Profit,Yes,"FRESENIUS MEDICAL CARE",0,16,1,1,1,27,0,8,23,23,26,21,28.1,208.2,0,18,0
362564,9,"COMMUNITY DIALYSIS CENTER",01/01/2016-12/31/2019,4,1,"222 EAST BEECH STREET",,JEFFERSON,OH,44047,ASHTABULA,"(800) 352-3647",Non-Profit,Yes,"CENTERS FOR DIALYSIS CARE",0,10,1,0,0,8,0,12,24,30,28,6,16.2,164.7,0,17,
362677,9,"CHILLICOTHE REGIONAL DIALYSIS CENTER",01/01/2016-12/31/2019,4,1,"465  SHAWNEE LANE",,CHILLICOTHE,OH,45601,ROSS,"(740) 774-4777",Profit,Yes,"AMERICAN RENAL ASSOCIATES",0,20,1,1,1,20,0,5,21,26,28,20,17.2,159.4,1.77,5,0.45
362678,9,"NEPHROLOGY ASSOCIATES OF CLEVELAND, LTD.",01/01/2016-12/31/2019,4,1,"5595 TRANSPORTATION BLVD., SUITE 110",,"GARFIELD HEIGHTS",OH,44125,CUYAHOGA,"(216) 581-0801",Profit,Yes,"CENTERS FOR DIALYSIS CARE",1,15,1,0,0,25,0,10,20,25,29,16,17,257.1,1,4,1.63
362679,9,"FMC - HERITAGE DIALYSIS",01/01/2016-12/31/2019,5,1,"1160 EAST BROAD ST.",,ELYRIA,OH,44035,LORAIN,"(440) 365-1811",Profit,Yes,"FRESENIUS MEDICAL CARE",1,20,1,1,1,21,0,7,25,34,23,12,16.7,165.8,0.47,10,1.68
362680,9,"DAVITA NORTHWOOD DIALYSIS",01/01/2016-12/31/2019,5,1,"611 LEMOYNE ROAD",,NORTHWOOD,OH,43619,WOOD,"(419) 698-3423",Profit,Yes,DAVITA,0,13,1,1,0,15,0,7,27,38,16,11,18.2,189.4,0,10,
362681,9,"US RENAL CARE OF NORWOOD DIALYSIS",01/01/2016-12/31/2019,1,1,"1721 TENNESSEE AVE.",,CINCINNATI,OH,45229,HAMILTON,"(513) 242-6733",Profit,Yes,"US RENAL CARE, INC.",0,16,1,1,1,9,0,8,25,34,21,12,35.2,249.8,0.22,25,0.71
372527,13,"DAVITA NORMAN DIALYSIS CENTER",01/01/2016-12/31/2019,5,1,"1818 W LINDSEY BLDG B STE104",,NORMAN,OK,73069,CLEVELAND,"(405) 360-9815",Profit,Yes,DAVITA,0,12,1,0,0,8,0,9,25,41,13,12,33.4,168.5,1.42,6,
372529,13,"DAVITA PRYOR DIALYSIS",01/01/2016-12/31/2019,5,1,"309 E GRAHAM",,PRYOR,OK,74361,MAYES,"(918) 825-3100",Profit,Yes,DAVITA,0,14,1,0,0,8,0,2,12,23,24,39,23.2,198.2,0,7,0.29
372530,13,"DAVITA HEARTLAND DIALYSIS",01/01/2016-12/31/2019,3,1,"925 NE EIGHTH",,"OKLAHOMA CITY",OK,73104,OKLAHOMA,"(405) 236-3043",Profit,Yes,DAVITA,0,32,1,1,1,25,1,7,22,27,20,23,22.2,237.3,1.08,17,0.64
372531,13,"DAVITA ELK CITY DIALYSIS CENTER",01/01/2016-12/31/2019,5,1,"1601 W 2ND ST",,"ELK CITY",OK,73644,BECKHAM,"(580) 225-2700",Profit,Yes,DAVITA,0,12,1,1,0,16,4,4,25,46,15,10,24.6,136.8,0,3,0.87
362589,9,"FMC - ELYRIA RENAL CARE GROUP",01/01/2016-12/31/2019,5,1,"5316 HOAG DRIVE  H MCDONALD DIALYSIS CTR",,ELYRIA,OH,44035,LORAIN,"(440) 934-5700",Profit,Yes,"FRESENIUS MEDICAL CARE",1,20,1,1,0,10,0,7,18,29,28,18,17.1,209.8,0.97,11,0.96
362732,9,"DAVITA LOGAN DIALYSIS",01/01/2016-12/31/2019,5,1,"12880 GREY STREET",,LOGAN,OH,43138,HOCKING,"(740) 380-6049",Profit,Yes,DAVITA,0,12,1,1,0,12,0,15,23,26,21,15,19.8,137.6,0,6,
362830,9,"INFINITI DIALYSIS CENTER OF CINCINNATI, LLC",01/01/2016-12/31/2019,,260,"4665 EAST GALBRAITH RD SUITE 102",,CINCINNATI,OH,45236,HAMILTON,"(513) 791-2137",Profit,Yes,NRAA,0,3,1,1,1,33,0,2,14,24,34,26,30.6,379.9,,,0.44
362831,9,"COMUNITY DIALYSIS CENTER",01/01/2016-12/31/2019,3,1,"1370 ADDISON ROAD",,CLEVELAND,OH,44103,BALTIMORE,"(216) 431-0668",Non-Profit,Yes,"CENTERS FOR DIALYSIS CARE",0,20,1,0,0,19,0,7,19,25,35,14,23.4,248.7,0.29,13,0
362832,9,"U S RENAL CARE - CUYAHOGA FALLS",01/01/2016-12/31/2019,3,1,"421 PORTAGE TRAIL, SUITE B",,"CUYAHOGA FALLS",OH,44221,SUMMIT,"(330) 928-7970",Profit,Yes,"US RENAL CARE, INC.",0,13,1,0,0,8,0,14,33,34,11,9,27.2,176.5,0,4,
362833,9,"DAVITA HUBER HEIGHTS DIALYSIS",01/01/2016-12/31/2019,4,1,"7769 OLD COUNTRY COURT",,"HUBER HEIGHTS",OH,45424,MONTGOMERY,"(937) 237-0769",Profit,Yes,DAVITA,0,15,1,1,1,36,0,9,18,27,23,24,23.1,256.9,0.32,10,
442704,8,"DAVITA MEMPHIS MIDTOWN DIALYSIS",01/01/2016-12/31/2019,4,1,"3430 SUMMER AVE",,MEMPHIS,TN,38122,SHELBY,"(901) 454-0815",Profit,Yes,DAVITA,0,24,1,0,0,28,0,5,23,35,17,20,15.7,164.9,0,16,
442705,8,"RAI LEBANON",01/01/2016-12/31/2019,1,1,"1701 W. MAIN STREET","SUITE 101",LEBANON,TN,37087,WILSON,"(615) 449-5651",Profit,Yes,"FRESENIUS MEDICAL CARE",0,17,1,1,1,35,0,6,27,28,24,14,28.5,230.8,0.88,34,0.8
452540,14,"KIDNEY DISEASE CLINIC OF UVALDE",01/01/2016-12/31/2019,4,1,"1819 GARNER FIELD RD",,UVALDE,TX,78801,UVALDE,"(830) 278-1126",Profit,Yes,"FRESENIUS MEDICAL CARE",0,24,1,0,0,15,0,7,21,27,29,17,23.4,190.9,0.2,8,0.2
452541,14,"FRESENIUS MEDICAL CARE EAGLE PASS",01/01/2016-12/31/2019,4,1,"3065 MEGAN STREET",,"EAGLE PASS",TX,78852,MAVERICK,"(830) 773-9545",Profit,Yes,"FRESENIUS MEDICAL CARE",0,45,1,0,0,9,0,13,26,25,24,12,17,148.2,0.5,18,1.25
452542,14,"FRESENIUS MEDICAL CARE ROSENBERG",01/01/2016-12/31/2019,4,1,"2510 B. F. TERRY BLVD.",,ROSENBERG,TX,77471,"FORT BEND","(281) 341-7425",Profit,Yes,"FRESENIUS MEDICAL CARE",1,27,1,1,0,16,0,7,26,35,18,14,23.9,214.9,0.22,13,0.74
452544,14,"SOUTHSIDE KIDNEY DISEASE CLINIC",01/01/2016-12/31/2019,3,1,"1335 SE MILITARY DR",,"SAN ANTONIO",TX,78214,BEXAR,"(210) 923-5475",Profit,Yes,"FRESENIUS MEDICAL CARE",0,15,1,0,0,27,0,7,24,33,23,13,22.6,276,0.38,14,0.82
362682,9,"DCI - SEAMAN",01/01/2016-12/31/2019,5,1,"65 COMMERCE DR",,SEAMAN,OH,45679,ADAMS,"(937) 386-0818",Non-Profit,Yes,"DIALYSIS CLINIC, INC.",0,13,1,1,1,14,0,5,24,27,26,18,22,176.6,0.58,10,
362788,9,"FMC - LAKEWOOD OHIO DIALYSIS",01/01/2016-12/31/2019,5,1,"13900 DETROIT AVENUE",,LAKEWOOD,OH,44107,CUYAHOGA,"(216) 221-3034",Profit,Yes,"FRESENIUS MEDICAL CARE",0,12,1,0,0,20,0,13,28,27,21,11,19.6,205.4,0.94,13,0.36
362789,9,"DAVITA MASSILLON COMMUNITY DIALYSIS",01/01/2016-12/31/2019,5,1,"2112 LINCOLN WAY EAST",,MASSILLON,OH,44646,STARK,"(330) 837-7730",Profit,Yes,DAVITA,0,13,1,0,0,9,0,4,20,36,22,17,29.3,201.8,0.4,6,
362790,9,"KIDNEY CARE OF CENTERS OF CAMBRIDGE",01/01/2016-12/31/2019,4,1,"6901 GLENN HIGHWAY SUITE A",,CAMBRIDGE,OH,43725,GUERNSEY,"(740) 439-1431",Profit,Yes,"AMERICAN RENAL ASSOCIATES",0,13,1,1,1,48,0,3,27,40,19,11,21.9,171,0.62,19,1.68
362791,9,"DAVITA FREMONT REGIONAL DIALYSIS",01/01/2016-12/31/2019,5,1,"100 PINNACLE DR",,FREMONT,OH,43420,SANDUSKY,"(419) 332-0310",Profit,Yes,DAVITA,0,12,1,1,1,3,0,7,29,39,15,10,21.6,136.6,0.49,7,
362590,9,"FMC - OHIO RENAL CARE GROUP-NORTH RANDALL",01/01/2016-12/31/2019,5,1,"5035 RICHMOND ROAD",,"BEDFORD HEIGHTS",OH,44146,CUYAHOGA,"(216) 591-1364",Profit,Yes,"FRESENIUS MEDICAL CARE",1,15,1,0,0,19,0,9,18,25,27,20,13.9,212.2,0.68,11,0.61
362591,9,"FMC - FARNSWORTH DIALYSIS",01/01/2016-12/31/2019,4,1,"3280 W 25TH ST",,CLEVELAND,OH,44109,CUYAHOGA,"(216) 739-0500",Profit,Yes,"FRESENIUS MEDICAL CARE",0,25,1,1,1,32,0,8,21,25,28,19,16.6,213.3,0.99,16,0
362592,9,"DAVITA MIDWEST SPRINGFIELD DIALYSIS",01/01/2016-12/31/2019,4,1,"2200 N LIMESTONE STREET SUITE 104",,SPRINGFIELD,OH,45503,CLARK,"(937) 390-3125",Profit,Yes,DAVITA,1,21,1,1,0,18,3,5,19,31,24,21,31.7,260,1.41,9,1.15
362594,9,"DAVITA SOUTHWEST OHIO DIALYSIS",01/01/2016-12/31/2019,5,1,"215 SOUTH ALLISON AVENUE",,XENIA,OH,45385,GREENE,"(937) 376-1453",Profit,Yes,DAVITA,0,16,1,1,0,31,0,8,31,35,16,10,21.9,198,0.83,13,
362595,9,"DAVITA DAYTON NORTH DIALYSIS",01/01/2016-12/31/2019,3,1,"455 TURNER ROAD",,DAYTON,OH,45415,MONTGOMERY,"(937) 278-7861",Profit,Yes,DAVITA,1,44,1,0,0,32,0,4,16,29,25,26,23.3,231.2,0.65,21,0.23
362703,9,"DAVITA EATON DIALYSIS",01/01/2016-12/31/2019,4,1,"105 EAST WASHINGTON JACKSON ROAD",,EATON,OH,45320,PREBLE,"(937) 456-1174",Profit,Yes,DAVITA,0,12,1,1,0,33,0,5,18,34,24,20,18.1,196.6,0.41,22,
362834,9,"DAVITA AFFINITY PLACE DIALYSIS",01/01/2016-12/31/2019,3,1,"7700 AFFINITY PLACE",,CINCINNATI,OH,45231,,"(513) 521-0981",Profit,Yes,DAVITA,0,17,1,0,0,27,0,9,22,35,21,13,20.6,215.9,0.92,23,0.56
362835,9,"CDC HOME CARE MENTOR",01/01/2016-12/31/2019,,260,"8900 TYLER BLVD",,MENTOR,OH,44060,LAKE,"(440) 951-3602",Profit,No,INDEPENDENT,0,4,0,1,1,,,,,,,,6.9,75.2,,,
442680,8,"FMC SEVIERVILLE",01/01/2016-12/31/2019,3,1,"1210 FOX MEADOWS BLVD.",,SEVIERVILLE,TN,37862,SEVIER,"(865) 774-0426",Profit,Yes,"FRESENIUS MEDICAL CARE",0,17,1,0,0,14,0,7,17,19,27,29,22.6,272.8,1,21,
442681,8,"DAVITA KNOXVILLE CENTRAL DIALYSIS",01/01/2016-12/31/2019,3,1,"9141 CROSS PARK DRIVE","SUITE 102",KNOXVILLE,TN,37923,KNOX,"(865) 531-4681",Profit,Yes,DAVITA,0,8,1,1,1,22,0,4,21,34,22,19,24.7,258.4,0.51,11,0.48
442682,8,"DAVITA MEMPHIS DOWNTOWN DIALYSIS PD",01/01/2016-12/31/2019,4,1,"2076 UNION AVENUE",,MEMPHIS,TN,38104,SHELBY,"(901) 725-1169",Profit,Yes,DAVITA,0,28,1,1,1,33,0,8,21,36,20,15,23.5,213.8,0.22,14,0.72
452546,14,"DAVITA KERRVILLE DIALYSIS",01/01/2016-12/31/2019,5,1,"515-A GRANADA",,KERRVILLE,TX,78028,KERR,"(830) 257-8734",Profit,Yes,DAVITA,0,16,1,1,1,15,0,7,26,37,17,12,25.3,148.1,0.33,5,0.89
452687,14,"SOUTH OAK CLIFF DIALYSIS CENTER",01/01/2016-12/31/2019,3,1,"740 WYNNEWOOD SHOP CTR",,DALLAS,TX,75224,DALLAS,"(214) 943-7065",Profit,Yes,"FRESENIUS MEDICAL CARE",0,40,1,0,0,17,1,11,24,28,25,13,21.4,179,0.24,16,0
452688,14,"VILLAGE II DIALYSIS CENTER",01/01/2016-12/31/2019,4,1,"6300 SAMUEL BLVD","SUITE 125",DALLAS,TX,75228,DALLAS,"(214) 388-8690",Profit,Yes,"FRESENIUS MEDICAL CARE",1,36,1,0,0,13,0,7,25,29,24,14,20.9,154.4,0.99,6,0.39
452689,14,"TRINITY DIALYSIS CENTER",01/01/2016-12/31/2019,2,1,"1210 ALSTON",,"FORT WORTH",TX,76104,TARRANT,"(817) 338-1302",Profit,Yes,"FRESENIUS MEDICAL CARE",0,28,1,1,0,35,0,10,30,33,17,9,20.4,228.4,0.66,18,0.76
452690,14,"TOWN GATE DIALYSIS CENTER",01/01/2016-12/31/2019,5,1,"1901 NORTHWEST HWY","SUITE 210",GARLAND,TX,75041,DALLAS,"(972) 278-2014",Profit,Yes,"FRESENIUS MEDICAL CARE",1,36,1,0,0,11,0,6,20,28,26,20,20.9,166.1,0.29,8,0.8
362792,9,"DAVITA BUCKEYE DIALYSIS",01/01/2016-12/31/2019,4,1,"3050 S DIXIE DR",,DAYTON,OH,45409,MONTGOMERY,"(937) 643-2337",Profit,Yes,DAVITA,0,17,1,0,0,16,0,4,19,35,23,19,16.7,194.9,0.72,14,
362793,9,"DAVITA KINGSVILLE DIALYSIS",01/01/2016-12/31/2019,4,1,"5740 DIBBLE ROAD",,KINGSVILLE,OH,44048,ASHTABULA,"(440) 224-1338",Profit,Yes,DAVITA,0,6,1,0,0,33,0,7,28,36,16,12,18,155.7,0.34,22,
362890,9,"DAVITA ISD RENAL INC.",01/01/2016-12/31/2019,,260,"703 MAIN STREET",,BRIDGEPORT,OH,43912,,"(740) 633-1903",Profit,Yes,DAVITA,0,14,1,1,0,,,,,,,,,,,,
362891,9,"US RENAL CARE FINDLAY HOME",01/01/2016-12/31/2019,,260,"7527 PATRIOT DRIVE",,FINDLAY,OH,45840,,"(419) 581-2363",Profit,Yes,"US RENAL CARE, INC.",0,1,0,1,1,,,,,,,,,,,,
362892,9,"US RENAL CARE AKRON DIALYSIS",01/01/2016-12/31/2019,,258,"632 E. MARKET STREET #A",,AKRON,OH,44304,,"(330) 983-5168",Profit,Yes,"US RENAL CARE, INC.",0,12,1,0,0,,,,,,,,,,,,
362893,9,"USRC TIFFIN LLC",01/01/2016-12/31/2019,,258,"100 SHAFFER PARK DRIVE","SUITE A",TIFFIN,OH,44883,,"(567) 207-2030",Profit,Yes,"US RENAL CARE, INC.",0,13,1,1,1,,,,,,,,,,,,
363511,9,"FIRELANDS BELLEVUE DIALYSIS CENTER",01/01/2016-12/31/2019,5,1,"290 PROGRESS DRIVE, SUITE A",,BELLEVUE,OH,44811,SANDUSKY,"(419) 483-2070",Non-Profit,No,INDEPENDENT,0,16,1,0,0,13,0,7,33,26,23,11,14.5,149.5,2.07,13,
362704,9,"DAVITA PARMA HEIGHTS DIALYSIS",01/01/2016-12/31/2019,5,1,"9050 NORTH CHURCH DRIVE",,"PARMA HEIGHTS",OH,44130,CUYAHOGA,"(440) 842-0895",Profit,Yes,DAVITA,0,19,1,1,1,16,0,7,19,37,21,16,16.4,167.9,1.44,16,1.99
362705,9,"DAVITA COLUMBUS WEST DIALYSIS",01/01/2016-12/31/2019,4,1,"1395 GEORGESVILLE ROAD",,COLUMBUS,OH,43228,FRANKLIN,"(614) 279-8495",Profit,Yes,DAVITA,0,12,1,1,0,19,0,4,20,30,23,23,26.2,217,1.61,11,2.66
362706,9,"DAVITA WAUSEON DIALYSIS CENTER",01/01/2016-12/31/2019,5,1,"721 S. SHOOP AVE.",,WAUSEON,OH,43567,FULTON,"(419) 335-0695",Profit,Yes,DAVITA,0,13,1,1,0,12,4,6,26,40,20,9,20.6,138.1,0.87,6,
362707,9,"DAVITA LEBANON DIALYSIS CENTER",01/01/2016-12/31/2019,4,1,"918 B COLUMBUS AVENUE",,LEBANON,OH,45036,WARREN,"(513) 934-0272",Profit,Yes,DAVITA,0,16,1,0,0,13,0,4,16,36,20,24,22.8,230.2,0,18,
362708,9,"DAVITA DELHI DIALYSIS",01/01/2016-12/31/2019,3,1,"5040 DELHI PIKE",,CINCINNATI,OH,45238,HAMILTON,"(513) 922-5900",Profit,Yes,DAVITA,0,16,1,0,0,15,0,6,28,38,13,15,21.6,214.6,0.42,15,1.17
442683,8,"DAVITA SOMERVILLE DIALYSIS",01/01/2016-12/31/2019,3,1,"12475 HWY 64",,SOMERVILLE,TN,38068,FAYETTE,"(901) 466-1919",Profit,Yes,DAVITA,0,14,1,1,0,19,0,6,22,25,25,21,31.6,282.5,0.39,10,
442684,8,"FMC ELIZABETHTON",01/01/2016-12/31/2019,3,1,"1210 MILITIA COURT",,ELIZABETHTON,TN,37643,CARTER,"(423) 542-8208",Profit,Yes,"FRESENIUS MEDICAL CARE",0,13,1,0,0,24,0,8,26,30,24,13,31.4,335.4,0.48,11,0.35
442686,8,"DAVITA CLINCH RIVER DIALYSIS",01/01/2016-12/31/2019,4,1,"702 NORTH MAIN STREET",,CLINTON,TN,37716,ANDERSON,"(865) 457-1114",Profit,Yes,DAVITA,0,17,1,1,1,11,4,8,18,29,21,24,29.7,233.9,0.28,14,0.36
452510,14,"FRESENIUS MEDICAL CARE NORTH TEXAS",01/01/2016-12/31/2019,3,1,"1600 NINTH STREET",,"WICHITA FALLS",TX,76301,WICHITA,"(940) 322-1450",Profit,Yes,"FRESENIUS MEDICAL CARE",1,37,1,1,0,19,0,10,21,25,26,18,24.7,191.2,0.23,14,1.18
452511,14,"FRESENIUS MEDICAL CARE ABILENE",01/01/2016-12/31/2019,3,1,"1802 PINE ST",,ABILENE,TX,79601,TAYLOR,"(325) 672-3243",Profit,Yes,"FRESENIUS MEDICAL CARE",0,31,1,1,1,18,0,8,24,26,25,18,26.1,205.7,0.39,13,0.63
452512,14,"FRESENIUS MEDICAL CARE PERMIAN BASIN",01/01/2016-12/31/2019,5,1,"3302 GOLF COURSE ROAD","SUITE 200",MIDLAND,TX,79703,MIDLAND,"(432) 522-2300",Profit,Yes,"FRESENIUS MEDICAL CARE",0,37,1,1,1,11,0,6,21,25,29,19,27.3,86.7,0.16,6,0.65
452692,14,"BAY AREA DIALYSIS SERVICES AT ALICE",01/01/2016-12/31/2019,5,1,"901 MEDICAL CENTER BLVD",,ALICE,TX,78332,"JIM WELLS","(361) 668-8055",Profit,Yes,"FRESENIUS MEDICAL CARE",0,24,1,0,0,34,0,7,25,32,18,17,20.5,141.6,0.45,8,0.91
452693,14,"SWISS AVENUE DIALYSIS CENTER",01/01/2016-12/31/2019,3,1,"2613 SWISS AVE",,DALLAS,TX,75204,DALLAS,"(214) 827-9854",Profit,Yes,"FRESENIUS MEDICAL CARE",0,28,1,0,0,14,0,9,25,25,23,18,23.2,173.3,0.6,18,0.31
452811,14,"NORTH CENTRAL KIDNEY DISEASE CENTER",01/01/2016-12/31/2019,4,1,"116 GALLERY CIRCLE #102",,"SAN ANTONIO",TX,78258,BEXAR,"(210) 499-4003",Profit,Yes,"FRESENIUS MEDICAL CARE",0,16,1,0,0,19,0,9,25,30,27,10,23.9,188.1,0.53,9,2.17
452812,14,"FRESENIUS MEDICAL CARE HENDERSON COUNTY",01/01/2016-12/31/2019,3,1,"1220 S PALESTINE STREET",,ATHENS,TX,75751,HENDERSON,"(903) 677-8471",Profit,Yes,"FRESENIUS MEDICAL CARE",0,29,1,1,0,30,0,7,21,24,26,21,28,209.9,0.6,5,0.47
452813,14,"FMC DIALYSIS SERVICES VISTA DEL SOL",01/01/2016-12/31/2019,4,1,"10420 VISTA DEL SOL, SUITE #201",,"EL PASO",TX,79925,"EL PASO","(915) 592-8496",Profit,Yes,"FRESENIUS MEDICAL CARE",0,17,1,1,0,34,0,11,26,30,22,11,24.6,232.3,0.73,6,0
372308,13,"ST FRANCIS HOSPITAL-DIALYSIS",01/01/2016-12/31/2019,3,1,"6161 S YALE AVE",,TULSA,OK,74136,TULSA,"(918) 494-5575",Non-Profit,No,INDEPENDENT,0,20,1,1,0,7,0,8,21,25,31,15,23.9,221.4,0.52,30,0.46
372311,13,"OU CHILDREN DIALYSIS",01/01/2016-12/31/2019,,260,"OU CHILDREN'S DIALYSIS UNIT","1200 EVERETT DR STE 1-J","OKLAHOMA CITY",OK,73104,OKLAHOMA,"(405) 271-3302",Non-Profit,Yes,"OU MEDICINE INC",0,6,1,1,1,,,,,,,,,185.3,,,1.02
362566,9,"FMC - MAD RIVER DIALYSIS CTR",01/01/2016-12/31/2019,3,1,"130  DOWELL AVENUE",,BELLEFONTAINE,OH,43311,LOGAN,"(937) 292-7050",Profit,Yes,"FRESENIUS MEDICAL CARE",0,16,1,1,1,26,0,5,24,32,23,16,19.7,220.5,0.55,16,
362567,9,"COMMUNITY DIALYSIS CENTER",01/01/2016-12/31/2019,3,1,"3330 WEST 25TH",,CLEVELAND,OH,44109,CUYAHOGA,"(216) 741-5776",Non-Profit,Yes,"CENTERS FOR DIALYSIS CARE",0,30,1,0,0,13,0,7,16,20,28,29,17.7,266.4,1.77,12,0.25
362568,9,"FMC - CLEVELAND CLINIC WEST",01/01/2016-12/31/2019,5,1,"14670 SNOW ROAD",,BROOKPARK,OH,44142,CUYAHOGA,"(216) 267-1451",Profit,Yes,"FRESENIUS MEDICAL CARE",0,24,1,0,0,22,0,8,21,26,26,19,17.3,294.8,0.36,9,0.98
362812,9,"FMC - COLUMBUS NORTHWEST",01/01/2016-12/31/2019,3,1,"6670 PERIMETER DRIVE, SUITE 180",,DUBLIN,OH,43016,FRANKLIN,"(614) 718-2863",Profit,Yes,"FRESENIUS MEDICAL CARE",0,12,1,0,0,38,0,7,26,25,25,17,17,266.8,0.24,27,
362813,9,"CHAMPION DIALYSIS CENTER",01/01/2016-12/31/2019,3,1,"4554 MAHONING AVE NW",,WARREN,OH,44483,TRUMBULL,"(330) 847-0189",Profit,Yes,"AMERICAN RENAL ASSOCIATES",0,20,1,0,0,65,0,8,29,37,18,9,24.1,253.2,2.87,20,
362814,9,"CLEVELAND HOME DIALYSIS",01/01/2016-12/31/2019,3,1,"9729 GRANGER ROAD",,"GARFIELD HEIGHTS",OH,44125,CUYAHOGA,"(216) 438-7325",Profit,Yes,"FRESENIUS MEDICAL CARE",0,4,0,1,1,15,0,5,23,28,29,15,23.4,220.5,,12,1.2
362815,9,"DAVITA CANAL WINCHESTER DIALYSIS",01/01/2016-12/31/2019,5,1,"3568 GENDER ROAD",,"CANAL WINCHESTER",OH,43110,FRANKLIN,"(614) 834-3564",Profit,Yes,DAVITA,0,13,1,1,1,26,0,12,23,24,19,22,22.9,196.5,0,5,
362816,9,"DAVITA GALION DIALYSIS",01/01/2016-12/31/2019,4,1,"856 HARDING WAY WEST",,GALION,OH,44833,CRAWFORD,"(419) 462-0897",Profit,Yes,DAVITA,0,17,1,1,1,13,0,8,24,29,20,19,22.5,133.2,0.8,10,
452513,14,"FRESENIUS MEDICAL CARE AMARILLO HIGH PLAINS",01/01/2016-12/31/2019,4,1,"5920 AMARILLO BLVD WEST",,AMARILLO,TX,79106,POTTER,"(806) 353-9182",Profit,Yes,"FRESENIUS MEDICAL CARE",1,29,1,1,1,9,0,7,29,29,25,10,17.1,142.1,0.37,10,1.75
452514,14,"DAVITA CORPUS CHRISTI DIALYSIS",01/01/2016-12/31/2019,3,1,"2733 SWANTNER DR",,"CORPUS CHRISTI",TX,78404,NUECES,"(361) 855-4911",Profit,Yes,DAVITA,0,26,1,0,0,19,2,8,23,31,20,18,23.4,211.4,0.38,13,1.46
452666,14,"FRESENIUS MEDICAL CARE RIO GRANDE CITY",01/01/2016-12/31/2019,4,1,"2533 CENTRAL PALM DR",,"RIO GRANDE CITY",TX,78582,STARR,"(956) 487-6360",Profit,Yes,"FRESENIUS MEDICAL CARE",0,20,1,0,0,3,0,12,24,25,23,15,18,176.8,0.12,10,0
452667,14,"DAVITA OMNI DIALYSIS CENTER",01/01/2016-12/31/2019,4,1,"9350 KIRBY DRIVE   #110",,HOUSTON,TX,77054,HARRIS,"(713) 665-4747",Profit,Yes,DAVITA,1,48,1,1,0,12,0,7,21,34,17,22,23.9,239.5,0.86,12,0.56
452668,14,"FRESENIUS MEDICAL CARE WEST BEXAR",01/01/2016-12/31/2019,5,1,"803 CASTROVILLE RD STE 410",,"SAN ANTONIO",TX,78237,BEXAR,"(210) 435-2100",Profit,Yes,"FRESENIUS MEDICAL CARE",0,30,1,0,0,20,0,6,26,37,21,11,23.3,264.9,0.95,4,0.32
452814,14,"FMC DIALYSIS SERVICES OF MCKINNEY",01/01/2016-12/31/2019,3,1,"1831 HARROUN",,MCKINNEY,TX,75069,COLLIN,"(972) 548-1511",Profit,Yes,"FRESENIUS MEDICAL CARE",0,19,1,0,0,34,0,6,25,33,23,13,25.7,223.1,0.15,9,1.81
